0.0762 	315.049 	70894.6 	0.782166 	1.91636e-05
0.0776415 	275.792 	70895 	0.893505 	1.72913e-05
0.079083 	275.794 	70896.6 	0.893519 	1.72914e-05
0.0805245 	275.794 	70896.4 	0.893517 	1.72914e-05
0.0819659 	275.797 	70899.3 	0.893543 	1.72915e-05
0.0834074 	275.792 	70895.2 	0.893506 	1.72913e-05
0.0848489 	275.797 	70899.4 	0.893544 	1.72915e-05
0.0862904 	275.796 	70898.6 	0.893537 	1.72915e-05
0.0877319 	275.8 	70902.2 	0.893569 	1.72917e-05
0.0891734 	275.802 	70903.8 	0.893583 	1.72918e-05
0.0906149 	275.8 	70902.1 	0.893568 	1.72917e-05
0.0920564 	275.799 	70900.9 	0.893557 	1.72916e-05
0.0934978 	275.813 	70913.4 	0.89367 	1.72923e-05
0.0949393 	275.8 	70902.2 	0.89357 	1.72917e-05
0.0963808 	275.822 	70921.6 	0.893744 	1.72927e-05
0.0978223 	275.802 	70903.3 	0.893579 	1.72917e-05
0.0992638 	275.817 	70917.1 	0.893703 	1.72925e-05
0.100705 	275.854 	70950.2 	0.894001 	1.72943e-05
0.102147 	275.861 	70956.5 	0.894058 	1.72946e-05
0.103588 	275.84 	70937.5 	0.893887 	1.72936e-05
0.10503 	275.811 	70911.8 	0.893655 	1.72922e-05
0.106471 	275.79 	70892.8 	0.893484 	1.72912e-05
0.107913 	275.778 	70882.4 	0.893391 	1.72906e-05
0.109354 	275.774 	70878.6 	0.893357 	1.72904e-05
0.110796 	275.773 	70877.2 	0.893345 	1.72903e-05
0.112237 	275.772 	70876.8 	0.893341 	1.72903e-05
0.113679 	275.772 	70876.7 	0.89334 	1.72903e-05
0.11512 	275.772 	70876.7 	0.89334 	1.72903e-05
0.116562 	275.772 	70876.7 	0.89334 	1.72903e-05
0.118003 	275.772 	70876.7 	0.89334 	1.72903e-05
0.119445 	275.772 	70876.7 	0.89334 	1.72903e-05
0.120886 	275.772 	70876.7 	0.89334 	1.72903e-05
0.122328 	275.772 	70876.7 	0.89334 	1.72903e-05
0.123769 	275.772 	70876.7 	0.89334 	1.72903e-05
