0.0761884 	11.8931 	0.000382833 	-7.53859e-19
0.0791462 	213.103 	0.198313 	1.18285e-13
0.082104 	235.626 	0.387691 	4.91509e-13
0.0850617 	253.643 	0.566707 	1.11147e-12
0.0880195 	272.148 	0.808376 	7.09649e-13
0.0909773 	294.013 	0.957235 	-7.58161e-13
0.0939351 	299.192 	0.994693 	4.59333e-13
0.0968929 	299.783 	1.00889 	5.86593e-13
0.0998507 	299.798 	1.01447 	5.87758e-13
0.102808 	299.817 	0.967075 	-5.31321e-14
0.105766 	299.72 	0.976408 	-2.82525e-13
0.108724 	299.807 	0.943756 	-2.73512e-13
0.111682 	299.884 	0.971949 	3.53433e-13
0.11464 	299.893 	0.938317 	6.8713e-13
0.117597 	300.265 	0.940286 	3.47585e-14
0.120555 	300.417 	0.932735 	-4.11349e-15
0.123513 	300.309 	0.928469 	3.23299e-13
0.126471 	299.793 	0.987825 	-4.65588e-13
0.129428 	299.488 	1.0115 	-5.10879e-13
0.132386 	299.328 	1.00971 	-1.32733e-13
0.135344 	299.477 	1.0282 	-5.3981e-14
0.138302 	299.668 	1.05579 	3.1178e-14
0.14126 	299.572 	1.04843 	-2.92688e-13
0.144217 	299.454 	1.04503 	-7.48461e-13
0.147175 	299.644 	1.0399 	-4.38465e-13
0.150133 	299.867 	1.03492 	-8.88602e-14
0.153091 	300.014 	1.01043 	-2.13198e-13
0.156049 	300.11 	0.964658 	-6.78088e-13
0.159006 	300.209 	0.938276 	-1.1005e-12
0.161964 	300.3 	0.953949 	-5.83487e-13
0.164922 	300.384 	0.976913 	-1.33628e-13
0.16788 	300.452 	0.969676 	-3.08445e-14
0.170837 	300.479 	0.866738 	-5.73108e-13
0.173795 	300.473 	0.892761 	-4.36024e-13
0.176753 	300.502 	0.854489 	-5.77578e-13
0.179711 	300.509 	0.880532 	-2.65064e-13
0.182669 	300.516 	0.906575 	4.7445e-14
0.185626 	300.534 	0.92222 	2.82522e-13
0.188584 	300.508 	0.897623 	1.24137e-13
0.191542 	300.488 	0.874557 	-2.84181e-14
0.1945 	300.469 	0.85149 	-1.80972e-13
0.197457 	300.489 	0.844588 	-2.09655e-13
0.200415 	300.58 	0.858605 	-1.93639e-13
0.203373 	300.67 	0.872622 	-1.77627e-13
0.206331 	300.761 	0.886639 	-1.61608e-13
0.209289 	300.825 	0.891754 	-1.36168e-13
0.212246 	300.874 	0.888617 	1.50662e-13
0.215204 	300.923 	0.88548 	4.37491e-13
0.218162 	300.971 	0.882344 	7.24322e-13
0.22112 	301.016 	0.877529 	1.01007e-12
0.224078 	301.108 	0.883416 	7.30553e-13
0.227035 	301.207 	0.890233 	5.47066e-13
0.229993 	301.306 	0.897049 	3.63576e-13
0.232951 	301.405 	0.903865 	1.80091e-13
0.235909 	301.467 	0.9046 	1.54057e-13
0.238866 	301.52 	0.902182 	1.33262e-13
0.241824 	301.578 	0.900641 	1.21695e-13
0.244782 	301.636 	0.899099 	1.10125e-13
0.24774 	301.694 	0.897557 	9.85602e-14
0.250698 	301.73 	0.893663 	1.03132e-13
0.253655 	301.759 	0.902492 	7.70617e-14
0.256613 	301.794 	0.911328 	4.70827e-14
0.259571 	301.83 	0.920164 	1.71024e-14
0.262529 	301.865 	0.929 	-1.28768e-14
0.265486 	301.901 	0.937836 	-4.2855e-14
0.268444 	301.91 	0.936953 	-5.24377e-14
